aoi,tile_path,row,col,positive_pixels
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00000.npz,256,0,1580
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00001.npz,256,128,1784
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00002.npz,256,256,2383
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00003.npz,256,384,2506
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00004.npz,256,512,2557
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00005.npz,256,640,2960
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00006.npz,256,768,2524
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00007.npz,256,896,3464
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00008.npz,256,1024,19625
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00009.npz,256,1152,48487
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00010.npz,256,1280,59252
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00011.npz,256,1408,31986
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00012.npz,256,1536,5224
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00013.npz,256,1664,2190
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00014.npz,256,1792,2435
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00015.npz,256,1920,7036
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00016.npz,256,2048,7666
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00017.npz,256,2176,19789
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00018.npz,256,2304,32233
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00021.npz,256,2688,3959
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00022.npz,256,2816,6123
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00023.npz,256,2944,5085
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00024.npz,256,3072,5514
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00025.npz,256,3200,5907
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00026.npz,256,3328,4339
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00027.npz,256,3456,4683
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00028.npz,256,3584,4385
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00029.npz,256,3712,4095
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00030.npz,256,3840,3197
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00031.npz,256,3968,2538
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00035.npz,256,4480,15269
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00036.npz,256,4608,4723
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00037.npz,256,4736,3504
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00038.npz,256,4864,3882
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00039.npz,256,4992,4801
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00040.npz,256,5120,4962
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00041.npz,256,5248,5551
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00042.npz,256,5376,23994
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00043.npz,256,5504,30879
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00044.npz,256,5632,11928
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00045.npz,256,5760,3205
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00052.npz,256,6656,6690
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00053.npz,256,6784,6357
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00054.npz,256,6912,4722
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00055.npz,256,7040,5101
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00056.npz,256,7168,4902
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00057.npz,256,7296,4795
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00058.npz,256,7424,3262
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00059.npz,256,7552,3153
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00060.npz,256,7680,4035
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00061.npz,256,7808,6392
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00062.npz,256,7936,6207
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00063.npz,256,8064,4248
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00064.npz,256,8192,6872
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00065.npz,256,8320,6647
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00066.npz,256,8448,8905
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00067.npz,256,8576,8732
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00068.npz,256,8704,7500
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00069.npz,256,8832,10380
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00070.npz,256,8960,6406
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00071.npz,256,9088,4323
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00072.npz,256,9216,3933
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00073.npz,256,9344,3277
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00074.npz,256,9472,4243
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00075.npz,256,9600,8278
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00076.npz,256,9728,8470
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00077.npz,256,9856,5055
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00078.npz,256,9984,4301
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00079.npz,256,10112,4226
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00080.npz,256,10240,4835
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00081.npz,256,10368,3921
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00082.npz,256,10496,2950
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00083.npz,256,10624,3604
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00084.npz,256,10752,3864
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00085.npz,256,10880,5979
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00086.npz,256,11008,7495
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00087.npz,256,11136,4844
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00088.npz,256,11264,3268
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00089.npz,256,11392,5660
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00090.npz,256,11520,8643
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00091.npz,256,11648,6234
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00092.npz,256,11776,3095
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00093.npz,256,11904,11082
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00095.npz,256,12160,18177
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00096.npz,256,12288,6724
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00097.npz,256,12416,5655
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00098.npz,256,12544,5202
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00099.npz,256,12672,5467
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00100.npz,256,12800,4319
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00101.npz,256,12928,4609
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00102.npz,256,13056,8270
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00104.npz,256,13312,3953
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00107.npz,256,13696,4493
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00108.npz,256,13824,4747
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00109.npz,256,13952,3179
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00110.npz,256,14080,12279
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00111.npz,256,14208,12456
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00112.npz,256,14336,6113
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00113.npz,256,14464,9183
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00114.npz,256,14592,6033
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00115.npz,256,14720,3855
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00116.npz,256,14848,7873
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00118.npz,256,15104,4913
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00124.npz,256,15872,6208
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00125.npz,256,16000,6254
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00126.npz,256,16128,6015
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00127.npz,256,16256,6974
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00128.npz,256,16384,7413
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00129.npz,256,16512,4281
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00130.npz,256,16640,7421
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00131.npz,256,16768,8138
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00132.npz,256,16896,3979
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00133.npz,256,17024,3471
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00134.npz,256,17152,3683
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00135.npz,256,17280,6362
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00136.npz,256,17408,10622
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00137.npz,256,17536,13531
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00138.npz,256,17664,13717
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00139.npz,256,17792,7886
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00140.npz,256,17920,3883
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00141.npz,256,18048,3178
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00142.npz,256,18176,3229
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00143.npz,256,18304,3915
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00144.npz,256,18432,4585
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00145.npz,256,18560,6133
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00146.npz,256,18688,15400
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00147.npz,256,18816,14623
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00148.npz,256,18944,4779
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00149.npz,256,19072,9367
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00150.npz,256,19200,9654
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00151.npz,256,19328,3849
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00152.npz,256,19456,3366
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00153.npz,256,19584,4261
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00154.npz,256,19712,5098
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00155.npz,256,19840,7804
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00156.npz,256,19968,7349
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00157.npz,256,20096,4945
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00158.npz,256,20224,5930
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00159.npz,256,20352,11342
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00160.npz,256,20480,10957
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00161.npz,256,20608,5045
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00167.npz,256,21376,6875
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00168.npz,256,21504,5031
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00169.npz,256,21632,11169
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00170.npz,256,21760,10390
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00171.npz,256,21888,3165
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00172.npz,256,22016,3078
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00173.npz,256,22144,3209
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00002_c00174.npz,256,22272,2341
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00000.npz,384,0,1848
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00001.npz,384,128,2525
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00002.npz,384,256,2251
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00003.npz,384,384,1932
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00004.npz,384,512,2992
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00005.npz,384,640,3768
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00006.npz,384,768,3353
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00007.npz,384,896,4415
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00008.npz,384,1024,9008
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00009.npz,384,1152,22573
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00010.npz,384,1280,29836
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00011.npz,384,1408,18492
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00012.npz,384,1536,6587
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00013.npz,384,1664,2790
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00014.npz,384,1792,2432
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00015.npz,384,1920,9045
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00016.npz,384,2048,9666
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00017.npz,384,2176,31829
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00018.npz,384,2304,51894
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00019.npz,384,2432,23999
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00020.npz,384,2560,4532
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00021.npz,384,2688,5504
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00022.npz,384,2816,6508
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00023.npz,384,2944,5431
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00024.npz,384,3072,7117
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00025.npz,384,3200,6685
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00027.npz,384,3456,5582
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00028.npz,384,3584,5654
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00029.npz,384,3712,6536
marius_hills,data/processed/tiles/marius_hills/marius_hills_r00003_c00030.npz,384,3840,5298
